GID,COD_RECORRIDO,NRO_SERIE,MATERIAL,CAPACIDAD,POINT,DEMANDA_POBLACION,DEMANDA
11736,E_DU_RM_CL_04,E_04_52,Metal,2400,"-34.88892280903888,-56.12518033733128",76.9265822998299,8.9138795097
11737,E_DU_RM_CL_04,E_04_65,Metal,2400,"-34.8904091949836,-56.12996479865949",152.662349542525,4.4917053076
11740,E_DU_RM_CL_04,E_04_63,Metal,2400,"-34.892488637982424,-56.1269438834122",89.4427640114089,7.6665149305
11741,E_DU_RM_CL_04,E_04_57,Metal,2400,"-34.88911207816462,-56.121637129926164",170.038877905301,4.0326911949
11742,E_DU_RM_CL_04,E_04_64,Metal,2400,"-34.89296300413514,-56.127573243491405",135.169573278926,5.0729929013
11743,E_DU_RM_CL_04,E_04_58,Metal,2400,"-34.889891320624095,-56.122802741620546",100.754148825083,6.8058168692
11744,D_DU_RM_CL_06,D_06_49,Plastico,3200,"-34.86530357952681,-56.14403521101558",124.789678878529,7.3266132464
11745,E_DU_RM_CL_04,E_04_45,Metal,2400,"-34.89401314055584,-56.128427609871466",118.780252476699,5.7729653829
11748,E_DU_RM_CL_04,25999,Metal,2400,"-34.89311785452501,-56.12256277679677",125.176429635365,5.4779824581
11750,E_DU_RM_CL_04,E_04_78,Volúmen,0,"-34.890833844380765,-56.13165575335811",50.3657550549903,1
11751,E_DU_RM_CL_04,E_04_85,Metal,2400,"-34.88960892755521,-56.13034548210441",49.0790112289637,13.9716401888
11752,D_DU_RM_CL_06,D_06_61,Volúmen,0,"-34.86256200194403,-56.149128847695025",188.855354603248,1
11754,E_DU_RM_CL_04,E_04_89,Metal,2400,"-34.887672089910346,-56.135821201895716",128.939528603031,5.31810759
11755,E_DU_RM_CL_04,E_04_34,Plastico,3200,"-34.89206421205873,-56.1182314275438",221.070917056516,4.1357123156
11758,D_DU_RM_CL_02,D_02_31,Metal,2400,"-34.85014232006402,-56.16620019291803",133.550980299831,5.1344758696
11759,D_DU_RM_CL_02,D_02_37,Metal,2400,"-34.85315477573261,-56.16934774928458",96.9744503705879,7.0710819509
11760,E_DU_RM_CL_04,40008,Metal,2400,"-34.889980880356205,-56.11920988033742",225.405854472944,3.0421316577
11762,E_DU_RM_CL_04,E_04_54,Metal,2400,"-34.88730548951832,-56.12312857134162",108.097381744207,6.3434865364
11763,E_DU_RM_CL_04,E_04_62,Volúmen,0,"-34.89122920872065,-56.12593246333516",116.487274104058,1
11764,E_DU_RM_CL_04,E_04_93,Plastico,3200,"-34.88792669919183,-56.12948349635503",66.0472522758823,13.8429031153
11765,D_DU_RM_CL_02,D_02_3,Metal,2400,"-34.85183970726178,-56.16107934789441",93.7048425321577,7.3178105548
11771,D_DU_RM_CL_02,D_02_5,Metal,2400,"-34.85105527500545,-56.162023501014644",133.605666894915,5.1323742596
11772,E_DU_RM_CL_02,40178,Metal,2400,"-34.87528153617114,-56.13425651000305",236.88375412462,2.894729055
11774,E_DU_RM_CL_02,26589,Metal,2400,"-34.87733194757088,-56.141881574258555",81.5053242428811,8.4131226038
11775,E_DU_RM_CL_02,s-n,Metal,2400,"-34.87514509253331,-56.13944879517476",33.8867137511793,20.2354908401
11776,E_DU_RM_CL_02,26004,Metal,2400,"-34.875135718326135,-56.13942953128811",33.2354211878254,20.6320323681
11779,D_DU_RM_CL_02,D_02_42,Metal,2400,"-34.85083700210826,-56.16976625214053",100.349445309401,6.8332643354
11781,D_DU_RM_CL_02,D_02_41,Metal,2400,"-34.85036327906658,-56.169612280619276",105.72964457504,6.4855442243
11782,D_DU_RM_CL_02,D_02_1,Metal,2400,"-34.852717669634465,-56.16081901518081",76.8193784866038,8.9263191036
11783,D_DU_RM_CL_06,D_06_88,Metal,2400,"-34.858825432272916,-56.14864223152286",98.9517096310427,6.9297871484
11785,D_DU_RM_CL_04,D_04_32,Metal,2400,"-34.8538547971643,-56.15997229821098",125.815164700625,5.4501719832
11581,C_DU_RM_CL_09,40210,Metal,2400,"-34.88295204345155,-56.18181772514904",85.4721803083529,8.0226605106
11786,D_DU_RM_CL_04,D_04_38,Metal,2400,"-34.85651262673845,-56.160588654279586",192.942173688745,3.5539885998
11787,D_DU_RM_CL_04,D_04_68,Metal,2400,"-34.8572578316678,-56.17513539396598",79.7161111293101,8.6019535574
11788,D_DU_RM_CL_02,D_02_80,Metal,2400,"-34.84655876254443,-56.16506501281144",90.763273872412,7.554975228
11789,D_DU_RM_CL_02,D_02_75,Metal,2400,"-34.84983866953614,-56.16201058560252",61.8485411479361,11.0869920775
11790,D_DU_RM_CL_06,D_06_82,Plastico,3200,"-34.86031587681645,-56.14643892889414",137.942880999216,6.6280021677
11793,D_DU_RM_CL_02,D_02_21,Metal,2400,"-34.852199853426036,-56.16539382123553",138.788026835212,4.9407308494
11796,D_DU_RM_CL_02,D_02_6,Metal,2400,"-34.85186132121525,-56.162284432952845",125.89165511057,5.4468605176
11797,D_DU_RM_CL_02,D_02_2,Metal,2400,"-34.85298265084143,-56.161444812163225",81.4877594684468,8.4149360614
11800,D_DU_RM_CL_04,D_04_10,Metal,2400,"-34.86240089141778,-56.16715628807117",106.240072470789,6.4543845817
11801,D_DU_RM_CL_03,D_03_7,Plastico,3200,"-34.85700230785392,-56.151719087804466",314.94957492887,2.9029590356
11803,D_DU_RM_CL_04,D_04_11,Metal,2400,"-34.862073164308605,-56.16800990419893",60.4254929192416,11.3480958547
11804,D_DU_RM_CL_04,D_04_6,Plastico,3200,"-34.863852842400505,-56.16533338077794",133.031497695342,6.8727010529
11805,D_DU_RM_CL_04,D_04_59,Metal,2400,"-34.859874160552366,-56.16676452965534",38.0787061921324,18.0078147155
11806,D_DU_RM_CL_04,D_04_69,Metal,2400,"-34.85657476744118,-56.174672070868304",78.457816126707,8.739910433
11807,D_DU_RM_CL_04,D_04_60,Metal,2400,"-34.8608624278872,-56.16762283604276",30.7414587661007,22.3058473227
11808,D_DU_RM_CL_04,D_04_58,Metal,2400,"-34.85908614560614,-56.16614606098922",63.5055735713891,10.7977024244
11809,D_DU_RM_CL_04,D_04_57,Metal,2400,"-34.85801829843102,-56.165105385948415",126.975311779663,5.4003748926
11812,G_DU_RM_CL_02,G_02_26,Metal,2400,"-34.84029496360354,-56.211930040614135",100.901877900677,6.7958525647
11813,D_DU_RM_CL_04,D_04_61,Metal,2400,"-34.862326959564044,-56.169917271048924",38.4105801484719,17.8522241284
11814,E_DU_RM_CL_02,12643,Metal,2400,"-34.87333689733332,-56.12536684837718",35.7574263139377,19.1768355948
11815,E_DU_RM_CL_02,19958,Metal,2400,"-34.87689140785292,-56.13082137982652",169.881280727996,4.0364322824
11817,D_DU_RM_CL_02,D_02_20,Metal,2400,"-34.85106926829121,-56.16514696117045",149.107922392853,4.5987783527
11819,D_DU_RM_CL_02,D_02_17,Metal,2400,"-34.851650708836935,-56.16326318480593",217.988992152182,3.1456372129
11820,D_DU_RM_CL_02,D_02_13,Volúmen,0,"-34.85621003489931,-56.16470453198879",110.199995506314,1
11821,D_DU_RM_CL_02,D_02_14,Plastico,3200,"-34.85486711135674,-56.164282041310415",130.585433395089,7.001437224
11822,D_DU_RM_CL_02,D_02_16,Metal,2400,"-34.852255275651615,-56.163453464963226",195.466058097375,3.5080990142
11826,D_DU_RM_CL_02,D_02_46,Metal,2400,"-34.854921436990324,-56.17113119193231",174.417835284262,3.9314459132
11829,E_DU_RM_CL_11,E_11_4,Metal,2400,"-34.87263614155354,-56.070553939442824",91.1676452960589,7.5214653563
11831,E_DU_RM_CL_11,E_11_3,Volúmen,0,"-34.870378592462096,-56.071824195314726",57.2281295494924,1
11832,E_DU_RM_CL_11,E_11_94,Plastico,3200,"-34.87504904955085,-56.05563810160123",120.23789215257,7.6039732394
11834,E_DU_RM_CL_11,E_11_109,Metal,2400,"-34.87077075039074,-56.05201896641998",105.063854059913,6.5266431719
11835,E_DU_RM_CL_11,E_11_104,Metal,2400,"-34.87353889020074,-56.05315791477106",65.3835207828502,10.4875705301
11836,E_DU_RM_CL_11,E_11_105,Metal,2400,"-34.8753137556754,-56.052962497383724",81.6191127488328,8.4013935293
11840,E_DU_RM_CL_11,E_11_44,Metal,2400,"-34.87635313267001,-56.063750089076315",34.9694783906422,19.6089366291
11841,E_DU_RM_CL_11,E_11_39,Volúmen,0,"-34.87153186219475,-56.06530368385732",51.2659480864779,1
11842,E_DU_RM_CL_11,E_11_41,Metal,2400,"-34.87331568374082,-56.06509749107551",51.3144395419915,13.3629888942
11844,E_DU_RM_CL_11,E_11_43,Metal,2400,"-34.876153501643465,-56.06475899228506",44.5434169057814,15.3942901858
11845,E_DU_RM_CL_11,E_11_38,Metal,2400,"-34.87045081565431,-56.06543627041011",79.8679180674558,8.5856036104
11848,E_DU_RM_CL_11,E_11_74,Metal,2400,"-34.87553727141987,-56.06319037398242",133.000949529639,5.1557097009
11850,E_DU_RM_CL_11,E_11_91,Metal,2400,"-34.87300190625712,-56.05599787089143",20.8818393219051,32.8378298072
11853,E_DU_RM_CL_11,E_11_89,Plastico,3200,"-34.870304898663456,-56.05588646783894",94.2792210015087,9.6976375555
11855,E_DU_RM_CL_11,E_11_37,Metal,2400,"-34.86963168375354,-56.067972881972814",24.7832571456466,27.6684489728
11856,E_DU_RM_CL_11,E_11_87,Metal,2400,"-34.869394279338024,-56.058227273826795",31.811898460256,21.5552770788
11857,E_DU_RM_CL_11,E_11_75,Volúmen,0,"-34.87366303630358,-56.063364817984024",43.640628172193,1
11859,E_DU_RM_CL_11,E_11_53,Metal,2400,"-34.8687067622754,-56.06508511674322",33.923972313049,20.2132662822
11860,E_DU_RM_CL_16,E_16_29,Metal,2400,"-34.874796889518976,-56.044098287204314",20.461096263339,33.5130765668
11861,E_DU_RM_CL_16,E_16_30,Metal,2400,"-34.874696382814584,-56.04185782073581",21.2192908137673,32.3156080819
11863,E_DU_RM_CL_16,E_16_31,Metal,2400,"-34.87462184828099,-56.040520784195095",16.7461357155952,40.9476130709
11864,E_DU_RM_CL_16,E_16_32,Plastico,3200,"-34.87449938490152,-56.03903797522014",75.8864468902649,12.0480764583
11866,E_DU_RM_CL_16,E_16_3,Volúmen,0,"-34.87630817256514,-56.04636416623399",33.2090125464832,1
11868,D_DU_RM_CL_02,D_02_44,Plastico,3200,"-34.85280696936797,-56.17042675449863",53.8833746856811,16.9678629006
11869,D_DU_RM_CL_02,D_02_65,Metal,2400,"-34.8479827698038,-56.159757647670006",42.1115963894021,16.2832650506
11870,D_DU_RM_CL_02,D_02_79,Metal,2400,"-34.84723938858428,-56.164000230380566",158.105526745768,4.3370671464
11871,E_DU_RM_CL_15,E_15_4,Metal,2400,"-34.88676387153098,-56.061187236834726",22.1737460047815,30.9246027066
11872,E_DU_RM_CL_15,E_15_74,Volúmen,0,"-34.879157244789425,-56.05425053524071",90.9839112179469,1
11873,E_DU_RM_CL_15,E_15_36,Metal,2400,"-34.88164251732122,-56.06407346378208",106.082309545601,6.4639833791
11874,G_DU_RM_CL_03,8008428,Metal,2400,"-34.83099517467197,-56.21722149175705",70.0223682555935,9.7927891158
11875,G_DU_RM_CL_03,21526,Metal,2400,"-34.83191828776708,-56.21780875950129",23.9630693855822,28.6154613452
11876,G_DU_RM_CL_03,13042,Plastico,3200,"-34.840494592351035,-56.20651464231733",87.4952669968952,10.449544823
11877,G_DU_RM_CL_03,392,Metal,2400,"-34.832156199315975,-56.21503003042208",76.1832498673965,9.0008536904
11880,G_DU_RM_CL_03,24888,Plastico,3200,"-34.83966020306603,-56.2042479402564",40.7970731767057,22.4105712271
11881,G_DU_RM_CL_03,12756,Volúmen,0,"-34.838213022907965,-56.20694890021727",153.943533581396,1
11882,G_DU_RM_CL_03,12926,Plastico,3200,"-34.84459045352129,-56.20451561288496",122.599180697273,7.457518958
11883,G_DU_RM_CL_03,25132,Plastico,3200,"-34.83909194189777,-56.20522409568287",103.394149348106,8.8427219533
11884,G_DU_RM_CL_03,425,Plastico,3200,"-34.84048318096455,-56.20501978664452",68.7552251359733,13.2976906479
11885,G_DU_RM_CL_03,21519,Metal,2400,"-34.83384362832453,-56.21510883502745",84.602415277748,8.1051384108
11887,G_DU_RM_CL_03,2944,Plastico,3200,"-34.8417417448804,-56.20287798153605",79.7993950896947,11.4573013149
11888,G_DU_RM_CL_03,25435,Metal,2400,"-34.84211283001031,-56.20222146979807",111.202399990734,6.1663622887
11889,G_DU_RM_CL_03,25975,Metal,2400,"-34.83319355415973,-56.21463589759868",105.304370639436,6.5117362323
11891,G_DU_RM_CL_03,4834,Metal,2400,"-34.83765872170723,-56.204962536222254",92.6387850622555,7.402021575
11892,G_DU_RM_CL_03,12202,Metal,2400,"-34.839205617503424,-56.20234844685143",37.0112639081116,18.5271783049
11894,G_DU_RM_CL_03,25122,Plastico,3200,"-34.840158292255694,-56.209001302140166",77.1412517864817,11.8520984961
11895,G_DU_RM_CL_03,19498,Metal,2400,"-34.837966588472376,-56.21569541094785",105.64028036363,6.4910305364
11896,G_DU_RM_CL_03,13056,Plastico,3200,"-34.83962010434517,-56.20874702112651",61.168512439308,14.9469993274
11898,G_DU_RM_CL_03,26018,Metal,2400,"-34.83629136593665,-56.217934117222164",57.0712675805116,12.0150526663
11900,G_DU_RM_CL_03,28325,Plastico,3200,"-34.838242379942635,-56.21096204974719",133.948240680794,6.825664224
11901,G_DU_RM_CL_03,24979,Plastico,3200,"-34.83792634830839,-56.20274088116174",50.7669839326736,18.0094550328
11903,G_DU_RM_CL_03,25123,Plastico,3200,"-34.84039390618821,-56.211515975015935",117.440719073576,7.7850827336
11904,G_DU_RM_CL_03,26211,Metal,2400,"-34.836205547631685,-56.21866978305022",69.0817671734327,9.9261254275
11905,G_DU_RM_CL_03,21881,Plastico,3200,"-34.83890838890414,-56.21404556672225",76.4256045928752,11.9630812102
11906,G_DU_RM_CL_03,28268,Metal,2400,"-34.83837931339221,-56.21281596431998",93.5709348956369,7.3282829383
11907,G_DU_RM_CL_03,25149,Plastico,3200,"-34.8372594252293,-56.21475697219834",143.570248127575,6.3682115634
11909,G_DU_RM_CL_03,8008397,Metal,2400,"-34.83490692990819,-56.212162331639234",76.681347032651,8.9423870635
11910,G_DU_RM_CL_03,24857,Plastico,3200,"-34.83382059274344,-56.211224411614836",37.2274385530419,24.5594580187
11912,G_DU_RM_CL_03,5045,Metal,2400,"-34.83651929196027,-56.20884863209932",80.3761652692517,8.5313137722
11913,G_DU_RM_CL_03,4630,Metal,2400,"-34.838676787836974,-56.20804960420588",60.0131048203599,11.4260758174
11914,G_DU_RM_CL_03,453,Metal,2400,"-34.83240448684358,-56.217218522095166",54.4296868108002,12.5981670278
9713,C_DU_RM_CL_09,1317,Plastico,3200,"-34.88825108641044,-56.189543122290324",12.3724548955021,73.8968718826
9718,C_DU_RM_CL_09,C_09_62,Metal,2400,"-34.889323763296936,-56.1899658807604",4.23234900423295,162.0174246095
9721,C_DU_RM_CL_09,C_09_63,Metal,2400,"-34.88996723650027,-56.189727494967265",3.13621041029698,218.6442221679
11525,C_DU_RM_CL_09,30800,Metal,2400,"-34.88706887907077,-56.18497906737711",12.1505432580128,56.4348664215
11916,G_DU_RM_CL_03,40349,Metal,2400,"-34.832969383678694,-56.21106685700971",45.3333951288124,15.1260298013
11917,G_DU_RM_CL_03,2655,Metal,2400,"-34.831541859589244,-56.22017956737122",118.319193065426,5.7954611416
11918,G_DU_RM_CL_03,8002682,Metal,2400,"-34.832520278468756,-56.211799225575355",68.2683038337647,10.0444019729
11919,G_DU_RM_CL_03,25034,Plastico,3200,"-34.84114126762224,-56.20734743766505",53.5367698943208,17.077715299
11921,G_DU_RM_CL_03,21461,Metal,2400,"-34.83324109535137,-56.21277767671016",90.1490435746532,7.606451034
11928,E_DU_RM_CL_11,E_11_23,Metal,2400,"-34.87247919904624,-56.07243760181507",228.416008096885,3.0020412817
11929,E_DU_RM_CL_11,E_11_78,Metal,2400,"-34.869690079694074,-56.06383656889245",128.949909538503,5.317679463
11931,E_DU_RM_CL_11,E_11_73,Metal,2400,"-34.87640217298549,-56.063093026991545",46.1694609726208,14.8521180726
11932,E_DU_RM_CL_11,E_11_46,Metal,2400,"-34.8778124233252,-56.065900050218595",22.1101982869712,31.0134842218
11933,E_DU_RM_CL_11,E_11_45,Volúmen,0,"-34.87768393475805,-56.06443528267703",21.2371138429493,1
11934,E_DU_RM_CL_15,E_15_33,Volúmen,0,"-34.88358767239139,-56.06493366824605",55.9616620763478,1
11935,E_DU_RM_CL_15,E_15_8,Metal,2400,"-34.88359128435117,-56.05615631292801",45.3970257175657,15.1048284524
11936,E_DU_RM_CL_15,E_15_35,Plastico,3200,"-34.88148243141502,-56.06240068288671",56.6247775289934,16.1463895168
11937,E_DU_RM_CL_15,E_15_41,Metal,2400,"-34.88240150418326,-56.06070012276303",51.8435168379656,13.2266159307
11938,E_DU_RM_CL_15,E_15_58,Plastico,3200,"-34.88123597972508,-56.05818717093257",39.2083233940602,23.3186638739
11939,E_DU_RM_CL_15,E_15_39,Plastico,3200,"-34.880049465131876,-56.06328214998085",34.1492290054328,26.7732461585
11940,D_DU_RM_CL_04,D_04_84,Metal,2400,"-34.85570791521166,-56.17016510036901",133.010105391426,5.1553548033
11943,C_DU_RM_CL_05,C_05_7,Metal,2400,"-34.8640819370263,-56.17634751119158",48.3536998669753,14.181216486
11944,C_DU_RM_CL_05,C_05_4,Metal,2400,"-34.865635566997454,-56.173563250338816",86.3216303037063,7.9437133347
11947,C_DU_RM_CL_05,C_05_14,Metal,2400,"-34.86191165068075,-56.17270634289046",104.783985839752,6.544075225
11948,C_DU_RM_CL_05,C_05_13,Plastico,3200,"-34.86150486637512,-56.17364584803364",113.24039234046,8.0738479918
11949,C_DU_RM_CL_05,C_05_9,Plastico,3200,"-34.862513740305175,-56.17687074310924",69.5143462210072,13.1524751938
11950,C_DU_RM_CL_05,C_05_15,Plastico,3200,"-34.8631283455504,-56.17266760000929",67.3683760645508,13.5714376343
11952,D_DU_RM_CL_02,D_02_48,Metal,2400,"-34.853464480223025,-56.17168680359032",31.8286756817854,21.5439150711
11954,C_DU_RM_CL_05,C_05_2,Plastico,3200,"-34.86398007754589,-56.17158981894173",110.242308568468,8.2934195243
11957,C_DU_RM_CL_05,C_05_61,Metal,2400,"-34.85818755885225,-56.18039775143332",59.7097786090541,11.4841203851
11960,C_DU_RM_CL_05,C_05_52,Metal,2400,"-34.85863345685439,-56.18341411354152",91.5456657706501,7.4904068908
11962,C_DU_RM_CL_05,C_05_26,Metal,2400,"-34.860106745581724,-56.17424397353701",93.7420991923427,7.3149021797
11963,C_DU_RM_CL_05,C_05_62,Metal,2400,"-34.85698754762504,-56.17997541943544",111.693906235354,6.1392273655
11965,C_DU_RM_CL_05,C_05_51,Metal,2400,"-34.85944767692502,-56.1837147038081",74.0143617458085,9.2646112125
11966,C_DU_RM_CL_05,C_05_45,Metal,2400,"-34.8605921994737,-56.181485589633134",83.403007068724,8.2216973921
11968,C_DU_RM_CL_05,C_05_41,Metal,2400,"-34.86161445709683,-56.182248384081255",88.9100636476643,7.7124484854
11969,D_DU_RM_CL_03,D_03_10,Metal,2400,"-34.85849869766578,-56.15108814350197",85.5004779946104,8.0200052888
11970,D_DU_RM_CL_03,D_03_9,Metal,2400,"-34.857754389058364,-56.15292136302919",95.3136273663319,7.1942942962
11971,C_DU_RM_CL_05,C_05_73,Metal,2400,"-34.857737969791934,-56.18010115225236",69.8629076687413,9.8151409467
11972,D_DU_RM_CL_04,D_04_16,Metal,2400,"-34.86335757285167,-56.16224704178211",37.8690428761215,18.1075156285
11973,D_DU_RM_CL_03,D_03_17,Metal,2400,"-34.85827639679177,-56.153689468984886",162.817901887671,4.2115411006
11974,D_DU_RM_CL_04,D_04_14,Metal,2400,"-34.861649729714955,-56.16528818149263",78.8821389997161,8.6928966989
11975,D_DU_RM_CL_04,D_04_15,Metal,2400,"-34.86251979156946,-56.163728813218185",80.2789017011121,8.5416500623
11977,E_DU_RM_CL_04,E_04_72,Metal,2400,"-34.89160099363617,-56.129235606532205",156.76509563404,4.3741515478
11979,E_DU_RM_CL_04,815,Metal,2400,"-34.892627233711416,-56.12150053112109",120.935971885952,5.6700605702
11980,E_DU_RM_CL_14,E_14_73,Metal,2400,"-34.88924931284754,-56.06788531127963",19.0046928452707,36.0813137732
11981,G_DU_RM_CL_03,25138,Metal,2400,"-34.838507456648934,-56.20353971021112",61.7625549197976,11.1024274596
11982,D_DU_RM_CL_03,D_03_66,Metal,2400,"-34.849358457416514,-56.15106451212002",68.5084897015019,10.0091870176
11984,D_DU_RM_CL_04,D_04_101,Metal,2400,"-34.85995021280606,-56.16738677742336",45.9090594673254,14.9363610074
11985,D_DU_RM_CL_04,D_04_88,Plastico,3200,"-34.85918708186103,-56.17021312382156",211.572666655745,4.3213791684
11986,D_DU_RM_CL_04,D_04_79,Metal,2400,"-34.858042812279976,-56.172138972020356",116.187993569589,5.9017654462
11987,D_DU_RM_CL_04,D_04_87,Plastico,3200,"-34.857934880144946,-56.16983350680513",139.172097963321,6.5694613192
11988,E_DU_RM_CL_05,E_05_23,Metal,2400,"-34.89440782131422,-56.11535266261938",59.7437021090041,11.4775995043
11989,E_DU_RM_CL_05,E_05_90,Volúmen,0,"-34.89379640373463,-56.119794951745526",216.370634843313,1
11990,G_DU_RM_CL_06,G_06_32,Metal,2400,"-34.808090176592934,-56.21531899359292",52.0466678121445,13.1749891883
11991,D_DU_RM_CL_04,D_04_39,Plastico,3200,"-34.856916214928894,-56.15987297431694",139.120454360393,6.571900002
11993,G_DU_RM_CL_03,25706,Metal,2400,"-34.83482981957518,-56.21805878611363",111.620943846511,6.1432403462
11994,G_DU_RM_CL_03,12738,Metal,2400,"-34.8376012906653,-56.208135898737964",59.9625284957441,11.4357133182
11995,G_DU_RM_CL_03,40025,Metal,2400,"-34.83603089099503,-56.21308247819238",71.0190707823962,9.6553542332
11998,G_DU_RM_CL_03,22381,Metal,2400,"-34.83441679300758,-56.215266104739",56.9478244804236,12.0410971265
11999,G_DU_RM_CL_03,24989,Plastico,3200,"-34.83561710664415,-56.20652251022341",59.7701867416168,15.2966849215
12001,G_DU_RM_CL_03,1285,Plastico,3200,"-34.83974319547309,-56.20998631096776",154.884220834249,5.9030268504
12002,G_DU_RM_CL_03,19921,Metal,2400,"-34.83744993519151,-56.21238335679453",60.4919261082309,11.3356331965
12003,G_DU_RM_CL_03,26020,Metal,2400,"-34.8355329902717,-56.215763706343324",103.824134029556,6.604575055
12005,G_DU_RM_CL_03,22261,Metal,2400,"-34.835193456814345,-56.21436027637172",62.2728505973199,11.0114484745
12008,G_DU_RM_CL_03,8008448,Metal,2400,"-34.83189336120014,-56.21955146954761",44.4771316664611,15.4172326322
12010,G_DU_RM_CL_03,3094,Plastico,3200,"-34.842980980230216,-56.2072082910864",64.2485562981226,14.2304476079
12011,G_DU_RM_CL_03,24983,Plastico,3200,"-34.843522407929754,-56.20633517583137",66.922215318591,13.6619164493
12012,G_DU_RM_CL_03,40687,Metal,2400,"-34.83551002628061,-56.219843798402124",19.4899975432482,35.1828821011
